Id,Name,SKU,Description,Price,Stock,CategoryId,IsActive,LucaId,Barcode,katana_product_id,katana_order_id,CreatedAt,UpdatedAt
260,BATARYA SOGUTMA,AB112267,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:04.2263469,2025-12-06 21:55:04.2263471
261,Ø19*1,5 ALUMINYUM BORU,A1921,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:04.2944427,2025-12-06 21:55:04.2944428
265,Ø28*2 BORU,8.121.0.919.007.5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:04.3781946,2025-12-06 21:55:04.3781947
267,Ø15*1,5 BORU,8.090.0.919.030.5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:04.4414532,2025-12-06 21:55:04.4414533
271,Ø18*1,5 BORU,8.090.0.919.033.5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:04.4998963,2025-12-06 21:55:04.4998964
274,Ø15x1,5 HAVA BORUSU,8.090.0.919.028.5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:04.7123692,2025-12-06 21:55:04.7123693
275,Ø18x1,5 HAVA BORUSU,8.090.0.919.026.5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:04.7505764,2025-12-06 21:55:04.7505765
285,BTMS INLET PIPE,6543639,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:04.9912447,2025-12-06 21:55:04.9912448
290,BTMS PIPE,6543629,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:05.3114540,2025-12-06 21:55:05.3114542
291,BAKIR BORU - 075-37977-000 - TUBE RELIEF,410933,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:05.3385081,2025-12-06 21:55:05.3385082
293,Ø32*4 BUKUMLU BORU,666-00290_001,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:05.4092303,2025-12-06 21:55:05.4092304
294,Ø25*5 ÇELÝK ÇEKME,6835064017-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:05.4383991,2025-12-06 21:55:05.4383993
295,Ø25*3,5 Ç ÇEKME BORU,400-D7284-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:05.4753222,2025-12-06 21:55:05.4753223
297,Ø38*3 BUKUMLU  BORU,503-8271-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:05.5371658,2025-12-06 21:55:05.5371659
298,Ø16*2,5 Ç ÇEKME BUKUMLU BORU,400-D7281-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:05.6108774,2025-12-06 21:55:05.6108774
299,EDEL BORU,1-24164,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:05.7737524,2025-12-06 21:55:05.7737525
300,YAG BORUSU,1-24179,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:05.8060542,2025-12-06 21:55:05.8060543
301,ENJEKTOR BORUSU,1-23760,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:06.0434506,2025-12-06 21:55:06.0434507
303,Ø8 BÜKÜMLÜ DOLU MALZEME,10308753-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:06.1110727,2025-12-06 21:55:06.1110728
307,EDEL ÇEKÝRDEK,EDEL-CEKIRDEK,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:06.2576319,2025-12-06 21:55:06.2576319
308,SOMUN O-RÝNGLÝ 3/4-16 UNF,AA24P-621-3/4-16UNF/18,5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:06.3092732,2025-12-06 21:55:06.3092733
309,ÝNYON M36*2,AA36-013M36*2/45,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:06.3956021,2025-12-06 21:55:06.3956023
310,RAKOR O-RÝNGLÝ 5/8-18 DÝÞ (BORU ÜSTÜNE),AA17P-BU-5/8-18/30,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:06.4445742,2025-12-06 21:55:06.4445743
311,BÜKÜMLÜ BORU (Ø10 X1 PASLANMAZ DÝNEX ),98402078-A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:06.4847880,2025-12-06 21:55:06.4847881
312,M36x2 ÝNYON ( ESR 007 ),AA36P-T28-M36*2/27,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:06.9417991,2025-12-06 21:55:06.9417992
314,BÜKÜMLÜ BORU  (Ø8X1 PASLANMAZ DÝNEX),BN057515-A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:07.0854540,2025-12-06 21:55:07.0854541
315,7/8 - 14 2A DÝÞ Ø15,87 BAKIR BORU ARA RAKORU,AA22P-7-8 INC 2A UNF14-28,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:07.1614669,2025-12-06 21:55:07.1614671
316,M36x2 ÝNYON ( RAKOR ),AA36P-B22-M36*2/27,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:07.2023317,2025-12-06 21:55:07.2023318
317,DÝKÝÞSÝZ TAVLI BAKIR BORU,8020 51469,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:07.7401492,2025-12-06 21:55:07.7401493
319,ÇELÝK BORU,1-130052,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:07.8922448,2025-12-06 21:55:07.8922449
320,KAYNAK UCU (12 DERECE Ø22 BORU ÝÇÝN) PÝRÝNÇ,Y32P-NP52/24,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:08.3980726,2025-12-06 21:55:08.3980727
323,RAPRO A1170 Ø16X1,5 ALÜMÝNYUM BORU + HORTUM MONT,YV14206-1,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:09.6109816,2025-12-06 21:55:09.6109817
324,30185 - TUBO ALTA LIQ VALVULA-FILTRO-VISOR C2,YRM H11 02 205,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:09.6481003,2025-12-06 21:55:09.6481004
325,30175 - TUBO ALTA GAS COMPRESOR C2,YRM H11 02 201,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:09.7824637,2025-12-06 21:55:09.7824638
326,30178 - TUBO ALTA GAS COMPRESOR C3,YRM H11 02 203,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:09.9080550,2025-12-06 21:55:09.9080551
330,30181 - TUBO ALTA LIQ VALVULA-FILTRO-VISOR C1,YRM H11 02 204,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:13.3818750,2025-12-06 21:55:13.3818751
331,BASINÇ BORUSU,VIT-266,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:13.4031979,2025-12-06 21:55:13.4031980
332,KROM BORU,VIT-286,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:13.5086761,2025-12-06 21:55:13.5086762
334,TEE 20X16X20 (KARSAN),XLC.622014.ACB-PSL,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:13.7409443,2025-12-06 21:55:13.7409444
335,020555/BR VIT-114 RENAULT KANGO EKSPRES YAÐ ÇUBUK BORUSU,VIT-114,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:13.9028269,2025-12-06 21:55:13.9028270
336,VIT-202 RENAULT TURBO YAÐLAMA BORUSU K9K 00326548,VIT-202,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:14.6728513,2025-12-06 21:55:14.6728514
337,030595-C OPEL EURO 5 MOTORLARIN ENJEKTÖR BORU TAKIMI (1-3 / 2-4 silindir),VIT-228,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:26.7657075,2025-12-06 21:55:26.7657077
339,30173 - TUBO ALTA GAS COMPRESOR C1,YRM H11 02 200,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:30.8627483,2025-12-06 21:55:30.8627487
340,VIT-249 RENAULT TURBO YAÐLAMA BORUSU (OTO ÞAN),VIT-249,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:31.3647988,2025-12-06 21:55:31.3647989
341,L BORU,TOGAN-03,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:33.3770689,2025-12-06 21:55:33.3770690
342,düz kesim,URGE-0004,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:37.7564743,2025-12-06 21:55:37.7564744
343,23*1,5 - NIGH_SED130025714A-SEP120012064A-PZH-4346 - BORU BÜKÜM,TF0608.8,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:40.6453685,2025-12-06 21:55:40.6453686
344,VIT-133 SOÐUTMA BORUSU (RENAULT CLÝO/KANGO) 0205B301,VIT - 133,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:41.6961215,2025-12-06 21:55:41.6961216
346,PZH-4039_SEP120011120B,TF0920,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:43.1220187,2025-12-06 21:55:43.1220187
347,T6.99.251.900195-R1 EGZOS BORUSU Ø42X1,5  PSLZ 316 (TEPAÞ ELEKTRÝK),T6.99.251.900195-R1,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:45.8228427,2025-12-06 21:55:45.8228428
348,2 BUKUMLU Ø19*1,5 BORU,TEPAS-CIKIS BORUSU,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:46.1423621,2025-12-06 21:55:46.1423622
349,Ø20 BANJO,RAPRO-RENULT BANJOLU,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:46.1896525,2025-12-06 21:55:46.1896526
350,Ø70*1,5,KBex0604,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:46.5050293,2025-12-06 21:55:46.5050294
352,Ø28 çelik çekme,Serpantin,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:49.7532959,2025-12-06 21:55:49.7532960
354,Ø28*1,5,KBEX0589,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:50.9241498,2025-12-06 21:55:50.9241499
355,EGZOS BORUSU,KBEX0367,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:51.2511925,2025-12-06 21:55:51.2511926
356,35243 GENLEÞME BORUSU C2-2 IST,HAM H14 01 117,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:51.3539414,2025-12-06 21:55:51.3539414
357,35244 EVAP ÇIKIÞ BORUSU IST,HAM H14 01 118,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:51.5360320,2025-12-06 21:55:51.5360321
358,Ø70 BUKUMLU BORU,KBEX0205,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:51.6367745,2025-12-06 21:55:51.6367746
359,7950 KOMPANSATÖR VALF ÇIKIÞ BORUSU,HAM H14 01 116,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:51.7070371,2025-12-06 21:55:51.7070371
360,33636 VALF GÝRÝÞ BORUSU C1-2 ÝST,HAM H14 01 113,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:51.8910090,2025-12-06 21:55:51.8910091
361,35008 ALÇAK BASINÇ HATTI BORUSU C2 IST,HAM H14 01 114-A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:52.0379847,2025-12-06 21:55:52.0379847
362,33505 EVAP ÇIKIÞ BORUSU C2 IST,HAM H14 01 115,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:52.4239057,2025-12-06 21:55:52.4239058
363,BUKUMLU BORU Ø63,5,KBEX0223,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:52.8332447,2025-12-06 21:55:52.8332448
364,33525 EVAP ÇIKIÞ BORUSU C1 IST,HAM H14 01 109,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:54.3675409,2025-12-06 21:55:54.3675411
365,35004 YÜKSEK BASINÇLI GAZ HATTI BORUSU C2 IST,HAM H14 01 110-A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:54.4490058,2025-12-06 21:55:54.4490059
366,Ø57 BUKUMLU BORU,KBEX0293,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:54.5994301,2025-12-06 21:55:54.5994302
367,35006 YÜKSEK BASINÇLI SIVI HATTI BORUSU C2 IST,HAM H14 01 111-A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:55.5212580,2025-12-06 21:55:55.5212583
368,35007 DÜÞÜK BASINÇ HATTI BORUSU C1 IST,HAM H14 01 108-A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:57.2604411,2025-12-06 21:55:57.2604412
369,33635 VALF GÝRÝÞ BORUSU C1-1 ÝST,HAM H14 01 112,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:57.8726809,2025-12-06 21:55:57.8726809
370,33618 VALF GÝRÝÞ BORUSU C2-2 ÝST,HAM H14 01 107,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:58.6582686,2025-12-06 21:55:58.6582687
371,30205 - TUBO BAJA GAS COMPRESOR C1,HAM H11 01 214,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:58.7843148,2025-12-06 21:55:58.7843149
372,30208 - TUBO BAJA GAS COMPRESOR C2,HAM H11 01 215,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:58.8966155,2025-12-06 21:55:58.8966156
373,30210 - TUBO BAJA GAS COMPRESOR C2,HAM H11 01 216,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:59.2444771,2025-12-06 21:55:59.2444772
374,30219 - TUBO BAJA PREMONTAJE COMPRESOR C3,HAM H11 01 213,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:59.4130239,2025-12-06 21:55:59.4130240
375,9328184 - TUBO REDUCTOR VOL,HAM H11 01 210,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:59.7281669,2025-12-06 21:55:59.7281670
376,30214 - TUBO BAJA PREMONTAJE COMPRESOR C1,HAM H11 01 211,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:59.7809508,2025-12-06 21:55:59.7809510
377,35003 YÜKSEK BASINÇLI GAZ HATTI BORUSU C1 IST,HAM H14 01 104-A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:59.8613064,2025-12-06 21:55:59.8613065
378,30218 - TUBO BAJA PREMONTAJE COMPRESOR C2,HAM H11 01 212,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:55:59.8810071,2025-12-06 21:55:59.8810073
379,9328519 Alçak Basýnç Borusu (Sürücü Klimasý),HAM H07 02 322,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:00.2868790,2025-12-06 21:56:00.2868792
380,30194 - TUBO ALTA PREMONTAJE BAT EVAP C1,HAM H11 01 207,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:00.3377143,2025-12-06 21:56:00.3377144
381,30196 - TUBO ALTA PREMONTAJE BAT EVAP C2,HAM H11 01 208,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:00.3963867,2025-12-06 21:56:00.3963868
382,9328518 Yüksek Basýnç Borusu (Sürücü Klimasý),HAM H07 02 321,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:00.5336860,2025-12-06 21:56:00.5336861
383,30197 - TUBO ALTA PREMONTAJE BAT EVAP C3,HAM H11 01 209,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:00.6678392,2025-12-06 21:56:00.6678393
384,35005 YÜKSEK BASINÇLI SIVI HATTI BORUSU C1 IST,HAM H14 01 105-A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:00.8279996,2025-12-06 21:56:00.8279997
385,33495 VALF GÝRÝÞ BORUSU C2-1 ÝST,HAM H14 01 106,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:00.9134489,2025-12-06 21:56:00.9134490
386,9328535 Genleþme Valfi Borusu (Sürücü Klimasý),HAM H07 02 320,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:00.9769891,2025-12-06 21:56:00.9769892
387,9328537 Yüksek Basýnç Tek Yön Valf Borusu C2,HAM H07 02 315,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.0205052,2025-12-06 21:56:01.0205053
388,9328524 TUBO BAJA GAS COMPRESOR C2,HAM H07 02 310,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.0953507,2025-12-06 21:56:01.0953508
389,9328525 Evap Montaj Borusu C1,HAM H07 02 311,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.1356353,2025-12-06 21:56:01.1356354
390,9328523 Yüksek Basýnç Kurutucu Filtre Borusu C2,HAM H07 02 312,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.1812450,2025-12-06 21:56:01.1812451
391,9328522 TUBO BAJA GAS COMPRESOR,HAM H07 02 309,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.3431231,2025-12-06 21:56:01.3431232
392,9328521 Yüksek Basýnç Kurutucu Filtre Borusu C1,HAM H07 02 313,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.3680097,2025-12-06 21:56:01.3680098
393,9328195 TUBOPREMONTAJE BAT COND C1,HAM H07 02 306,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.4012873,2025-12-06 21:56:01.4012874
394,9328196 TUBO ALTA GAS COMPRESOR C1,HAM H07 02 307,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.4318179,2025-12-06 21:56:01.4318180
395,9328197 TUBO ALTA GAS COMPRESOR C2,HAM H07 02 308,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.4816232,2025-12-06 21:56:01.4816233
396,9328193 TUBOPREMONTAJE BAT COND C2,HAM H07 02 304,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.5682704,2025-12-06 21:56:01.5682705
397,9328192  TUBO PREMONTAJE BAJA COMPRESOR C2,HAM H07 02 303,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.6149868,2025-12-06 21:56:01.6149869
398,9328194 TUBO PREMONTAJE BAJA COMPRESOR,HAM H07 02 305,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.6797062,2025-12-06 21:56:01.6797063
399,9328536 Yüksek Basýnç Tek Yön Valf Borusu C1,HAM H07 02 314,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.7101268,2025-12-06 21:56:01.7101269
400,9327889 TUBO PREMONTAJE BAT EVAP BAJA C2,HAM H07 02 301,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.7670048,2025-12-06 21:56:01.7670049
401,9327888 TUBO PREMONTAJE BAT. EVAP LIQUIDO C2,HAM H07 02 300,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.7948278,2025-12-06 21:56:01.7948279
402,SRC 9327646 SÜRÜCÜ KABÝN BORUSU,HAM H05 02 220,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.8157175,2025-12-06 21:56:01.8157176
403,SRC 9327647 SÜRÜCÜ KABÝN BORUSU,HAM H05 02 221,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.8446776,2025-12-06 21:56:01.8446777
404,SRC 9340029 REDUCCION CU 1/2 M 5/8H,HAM H05 02 222,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.8830065,2025-12-06 21:56:01.8830066
405,SRC 9423084 ALUMINYUM KOMPLE,HAM H05 02 223,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:01.9367630,2025-12-06 21:56:01.9367631
406,YLC 9327820 TUBO BAJA GAS COMPRESOR,HAM H05 02 217,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.0009464,2025-12-06 21:56:02.0009465
407,YLC 9327821TUBO ALTA LIQUIDO FILTRO,HAM H05 02 218,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.0484297,2025-12-06 21:56:02.0484298
408,SRC 9327645 TUBO VALVULA EXPANSION CABINA,HAM H05 02 219,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.1109653,2025-12-06 21:56:02.1109654
409,YLC 9327818 TUBO PREMONTAJE BAT,HAM H05 02 216,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.1619669,2025-12-06 21:56:02.1619670
410,YLC 9327815 TUBO GAS VALVULA ANTIRRETORNO,HAM H05 02 213,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.2036239,2025-12-06 21:56:02.2036240
411,YLC 9327816 TUBO GAS BORU,HAM H05 02 214,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.2371794,2025-12-06 21:56:02.2371795
412,YLC 9327817 TUBO PREMONTAJE  BAT,HAM H05 02 215,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.3006235,2025-12-06 21:56:02.3006236
413,YLC 9327814 TUBO ALTA GAS COMPRESOR C1,HAM H05 02 212,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.3192731,2025-12-06 21:56:02.3192734
414,YLC 9327811 TUBO PREMONTAJE  BAT,HAM H05 02 209,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.7592641,2025-12-06 21:56:02.7592642
415,YLC 9327812 TUBO PREMONTAJE BAT,HAM H05 02 210,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.8243349,2025-12-06 21:56:02.8243350
416,YLC 9327813 TUBO BAJA GAS COMPRESOR C1,HAM H05 02 211,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:02.8972230,2025-12-06 21:56:02.8972231
417,YLC 9327809 TUBO ALTA GAS VALVULA ANTIRRETORNO C1,HAM H05 02 207,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.0301608,2025-12-06 21:56:03.0301609
418,YLC 9327808 TUBO ALTA GAS COMPRESOR C1,HAM H05 02 206,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.1008068,2025-12-06 21:56:03.1008069
419,YLC 9327028 TUBO COBRE 5/8",HAM H05 02 205,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.1276252,2025-12-06 21:56:03.1276253
420,EGEVIS AL. BLOK,ET-CHBLOK-002,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.1533125,2025-12-06 21:56:03.1533126
421,BORU EGZOZ CAP Ø42,16,FPE370272P03-SOL,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.2113316,2025-12-06 21:56:03.2113316
422,BÜKÜMLÜ ALÜM. BORU Ø10*1,5,GICO-3,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.2504633,2025-12-06 21:56:03.2504634
423,BUKUM ÝSCÝLÝGÝ,ERMAK-01,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.2793477,2025-12-06 21:56:03.2793478
424,C15 43mm Düz Al Boru,ERDEM-1005,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.3299048,2025-12-06 21:56:03.3299049
425,C28 43mm Düz Al Boru,ERDEM-1003,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.5782465,2025-12-06 21:56:03.5782466
426,Ø12*1 PASLANMAZ L BORU,H0267697,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.6178935,2025-12-06 21:56:03.6178936
427,YLC 9327810 TUBO ALTA LIQUIDO FILTRO,HAM H05 02 208,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.6476635,2025-12-06 21:56:03.6476636
428,SRC-YLC 9327016 TUBO COMPENSADOR VALF EXP,HAM H05 02 204,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.6959624,2025-12-06 21:56:03.6959625
429,C28 100 MM AL BORU,ERDEM-1002,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.7361750,2025-12-06 21:56:03.7361751
430,TEE_20_20_10,CSH.622020.AA-A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:03.8592752,2025-12-06 21:56:03.8592753
432,PIPE D.22 (KARSAN) - PASLANMAZ,CSC.622022.ABA-PSL,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.0326144,2025-12-06 21:56:04.0326144
434,C28 84,6 MM AL BORU,ERDEM-1001,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.1280221,2025-12-06 21:56:04.1280222
435,ART2500 SELENOiD VALF KOMPLESÝ (SNH)(32 20 00037),CL-32 11 00070 03,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.1587431,2025-12-06 21:56:04.1587432
436,ART12/KC-E KONDENSER DASHBOARD SELENOÝDÝ-32 20 00007  (SANHUA),CL-32 11 00098 01,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.1927102,2025-12-06 21:56:04.1927103
437,ART2550 (2016) CHECK VALF KOMPLESÝ,CL-32 11 00100 05,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.2655093,2025-12-06 21:56:04.2655094
438,ART1000D/2000D SELENOID KOMPLESÝ (SNH) (32 20 00045),CL-32 11 00059 04,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.3623519,2025-12-06 21:56:04.3623520
439,ART22/KC SELENOID KOMPLESÝ,CL-32 11 00051 03,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.4555626,2025-12-06 21:56:04.4555627
440,ART3300/ART4400/ART5500 PRESYON CHECKVALF KOMPLESÝ-2021 (32 20 00098),CL-32 11 00121 02,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.5439958,2025-12-06 21:56:04.5439959
